Unnamed: 0,Questions,Correct,A,B,C,D
995,"An uprising which started in February 2011 led to a civil war in this Arab country.
",Libya,Libya,Afghanistan,Pakistan,Lebanon
4761,"You better save some room, Delightful Dorks, cause youre gonna eat your words along with that cake!
",Codename: Kids Next Door,"Ed, Edd n Eddy",Hi Hi Puffy AmiYumi,The Grim Adventures of Billy And Mandy (Grim and Evil),Codename: Kids Next Door
573,"What was the name of the first successful artificial satellite?
",Sputnik 1,Explorer,None of these,Discoverer,Sputnik 1
4960,"He starred in one episode of the Beverly Hillbillies as Fred Ziffel, in 37 episodes of Green Acres as Fred Ziffel and in 31 episodes of Gunsmoke as Hank Miller.
",Hank Patterson,Frank Cady,Hank Patterson,Frank Inn,Alvy Moore
237,"There is evidence that Sinanthropus pekinensis used tools and was able to light a fire. Unfortunately, the teeth of the Sinanthropus are still considered medicine and are sold in some pharmacies in its home country.
",China,China,Zimbabwe,France,Japan
1189,"What is the name of Tony Hawks son, who was born in 1992?
",Riley Hawk,Tony Hawk Jr.,Chad Hawk,Riley Hawk,Frank Hawk
1171,"Name the lead singer of The Cardigans, who has also released a solo project, titled A Camp.
",Nina Persson,Peter Svensson,Magnus Sveningsson,Lars - Olaf Johansson,Nina Persson
1797,"The Caesar Augustus Bust was made from Carrara Marble with bronze plated armor.
",True,True,False,,
1109,"Animator Walt Disney directed his first cartoon, Alice in Wonderland for this company.
",Laugh - Gram Studios,Loews Inc.,Paramount,Famous Players - Lasky,Laugh - Gram Studios
1483,"What song, written by Jimmy Hart, is Shawn Michaels entrance music?
",Sexy Boy,Sexy Boy,Hello Ladies,LovePassionFuryEnergy,The Time Is Now
1777,"Director of movies such as The Color Purple (1985), The Sugarland Express (1974) and Escape to Nowhere (1961).
",Steven Spielberg,Quentin Tarantino,Sergio Leone,Frank Zappa,Steven Spielberg
349,"This plant with small blue flower heads, often regarded as a weed in the past, is the national flower of Estonia.
",Blue cornflower,Daisy,Lily,Blue cornflower,Dahlia
3661,"What is Seth MacFarlanes full name?
",Seth Woodbury MacFarlane,Seth Woodbury MacFarlane,Seth Mathew MacFarlane,Seth Jon MacFarlane,Seth Ben MacFarlane
1061,"What is the name of the penguin character voiced by Brittany Murphy in the 2006 animated movie Happy Feet?
",Gloria,Melanie,Gloria,Sylvia,Ophelia
2834,"Who released Live at Filmore East, the album ranked #49 on Rolling Stone magazines list of greatest albums of all time?
",The Allman Brothers Band,The Grateful Dead,Phish,The Allman Brothers Band,Little Richard
2107,"How many siblings did Mozart have?
","1 sister, no brothers","1 brother, 1 sister",No siblings,2 sisters,"1 sister, no brothers"
646,"Which of the following Renaissance artists wrote I Commentari,a document regarded as the first autobiography of an artist?
",Lorenzo Ghiberti,Masolino da Panicole,Michelozzo di Bartolommeo,Lorenzo Ghiberti,Piero di Cosimo
1227,"Which of  the following statements is true about mosquitoes?
",Only female mosquitoes suck blood.,Only female mosquitoes suck blood.,Only male mosquitoes suck blood.,All mosquitoes on the planet drink blood.,Only baby mosquitoes drink blood.
2869,"Where was the first American-made motorcycle manufactured?
","Springfield , Massachusetts","Birmingham, Alabama","Savannah, Georgia","Springfield , Massachusetts","Kansas City, Missouri"
1703,"The dark spots on the moon that create the man in the moon image are actually basins filled with basalt.
",True,True,False,,
1912,"According to Arthurian legend, the Round Table stands in a mighty castle located in this mythical city.
",Camelot,Camelot,Avalon,Cornwall,Tintagel
3650,"In what movie did Lt Kaffee ask Col. Jessep, Did you order the Code Red? DID YOU ORDER THE CODE RED!
",A Few Good Men,Twelve Angry Men,A Few Good Men,JFK,Witness for the Prosecution
1869,"Although it was thought to be the smallest component of matter, physicists discovered that the atom consists of electrons, protons and neutrons. But even some of these subatomic particles can be broken down further.
",True,False,True,,
2596,"Which politician, who suffered from alcoholism, was the 14th President of the United States?
",Franklin Pierce,Millard Fillmore,Abraham Lincoln,Franklin Pierce,James Buchanan
5302,"This drummer is one of the founding members of Metallica. He was born in Gentofte, Denmark.
",Lars Ulrich,James Hetfield,Lars Ulrich,Cliff Burton,Ron McGovney
1545,"During the Korean War, after stopping the original communist invasion the anti-communist forces, commanded by General MacArthur, steadily drove the North Koreans back deep into North Korea. Then the war had a new development as Communist Chinese forces attacked in force. What is the most probable reason why the Chinese decided to enter the war?
",MacArthurs aggressive policies and proclamations made the Chinese fear that they themselves might be attacked by the anti-communist forces.,MacArthurs air forces bombed communist supply bases in China.,The Chinese saw this as a chance to defeat the Americans and invade Japan.,Anti-communist forces crossed over the North Korean-China border in several places.,MacArthurs aggressive policies and proclamations made the Chinese fear that they themselves might be attacked by the anti-communist forces.
618,"In late 2005, Rachael signed a deal with King World Productions and this TV personality to host a syndicated day time talk show.
",Oprah Winfrey,Martha Stewart,Oprah Winfrey,Dr. Phil,Maury Provich
3172,"Marlon Wayans was in the movie Above the Rim with Tupac.
",True,True,False,,
3637,"What is the name of Kims partner who dies in the series Third Watch?
",Bobby,Brendt,Burt,Brian,Bobby
710,"This African desert, famous for its enormous sand dunes, is considered the oldest desert in the world, having endured its current arid conditions for at least 80 million years.
",Namib Desert,Libyan Desert,Kalahari Desert,Namib Desert,Kara Kum Desert
3481,"What is the name of the popular Degrassi hangout, and Spinners place of employment?
",The Dot,The Chicken Club,The Dot,Food and Friends,The Chill Grill
3105,"What are the first names of the Jonas Brothers?
","Nick, Joe and Kevin","Nick, Joseph and Sam","Nick, Joseph and Kenneth","Nick, Joe and Kevin","Nick, Joe and Jerry"
531,"Which of these famous philosophers was of Swiss descent?
",Jean-Jacques Rousseau,Jean-Jacques Rousseau,Michel Foucault,Friedrich Schiller,Jean-Paul Sartre
219,"What is the opposite of wrong?
",right,blue,right,maybe,farm
1862,"Multiple sclerosis is a chronic disease that affects the brain and spinal cord. Among the various symptoms of the disease is a shock-like sensation that runs down the back and into the legs, and is caused by bending the neck forward. What is the medical term for this symptom?
",Lhermittes sign,Lhermittes sign,Vertigo,Paraplegia,Nystagmus
1713,"What was the first name of King George VI?
",Albert,Herman,Albert,King,George
769,"We get this term for a type of clothing from the royal name of  J.T. Brudnell, a famous British cavalry officer .
",cardigan,cardigan,derby,ragland,tuxedo
718,"Artificial gravity is a simulation of gravity in outer space. There are several means by which artificial gravity can be created. Which of the following is not one of them?
",Field generators,Magnetism,Rotation,Acceleration,Field generators
428,"What is the name of Rays father in the film Field of Dreams?
",John,Jack,Mack,John,Mark
3135,"The birth name of which U2 member is Paul David Hewson?
",Bono,Edge,Bono,Flea,Dagger
645,"Jesse, a character on the Sitcom Full House was introduced by what last name in the first season of the series?
",Cochran,Gladstone,Cochran,Tanner,Gibler
2422,"You are sailing around Australia. In which order will you visit Australian seaports if you sail clockwise from Sydney?
","Adelaide, Perth, Darwin, Brisbane","Perth, Darwin, Melbourne, Brisbane","Canberra, Melbourne, Perth, Darwin","Brisbane, Perth, Adelaide, Melbourne","Adelaide, Perth, Darwin, Brisbane"
4292,"How did Michael, Walt, Jin and Sawyer try to escape the island at the end of season one of Lost?
",a raft they made,a boat they found and fixed up,a hot air balloon,a plane they found deep in the woods,a raft they made
870,"In this 1985 movie, an eccentric scientist fits a time machine into a DeLorean car.
",Back to the Future,Time Waits for Snowman,Time After Time,Back to the Future,The Time Machine
215,"Jack Blacks full name is Theodore Jack Black.
",False,False,True,,
1047,"Name the mountain peak near the volcano Snaeffelsyokull where the journey in Journey to the Center of the Earth begins.
",Skartaris Peak,Larsen Peak,Kanut Peak,Skartaris Peak,Thor Peak
2845,"What disease caused Nat King Coles death in 1965 ?
",Lung cancer,Lung cancer,Leukemia,Bone cancer,Heart attack
1328,"Becoming the 22nd and 24th U.S. President, he was the only President to serve two nonconsecutive terms.
",Grover Cleveland,Woodrow Wilson,Grover Cleveland,Andrew Johnson,James Garfield
1448,"What are the missing words in this quote by villain T Bird, a character in The Crowd: You know, ____ ____ actually caught on fire once from all the crap floating around in it. I wish I couldve seen that.
",Lake Erie,Lake Michigan,London Bridge,Lake Erie,Brooklyn Bridge
3636,"This 2002 movie revolves around the lives of 3 women who reach critical turning points in their lives.  The 3 women are played by Parker Posey, Kyra Sedgwick and Fairuza Balk.
",Personal Velocity,If These Walls Could Talk,Personal Velocity,Singles,Best In Show
2489,"Which of these songs was recorded by Dem Franchise Boyz?
","Lean Wit it, Rock Wit It",Chain Hang Low,"Lean Wit it, Rock Wit It",Bed,Because I Got High
3278,"Who wrote  these  songs: Blame It on the Bossa Nova, Kicks, Who Put  the Bomp, Uptown and Walking in the Rain?
",Mann and Weil,Neil Diamond,Leiber and Stoller,Gene Pitney,Mann and Weil
604,"Which is the sixth book of the New Testament?
",Romans,Mark,Romans,Galatians,Luke
669,"On September 11, 2001 Flight # 93 had forty crew members and passengers whose brave actions saved America from one more unspeakable terror on that day of horror. Lisa Jefferson, a customer representative, was on the telephone with one of the passengers and reported his comments as the passengers tried to take back the plane. Whose cry of Lets roll became a rallying cry for the nation?
",Todd Beamer,Mark Bingham,Jeremy Glick,Edward Felt,Todd Beamer
938,"John Belushi was a SNL cast member when he died of a drug overdose on March 5th 1982.
",False,True,False,,
577,"What Spanish duo sang the smash hit Macarena in the summer of 1996?
",Los Del Rio,Los Del Rio,Minuedo,Los Del Rias,Santana
278,"The name of hip hop band N.E.R.D is loosely based on a reference to a law in which of these scientific fields?
",Thermodynamics,Mathematics,Sociology,Psychology,Thermodynamics
1864,"The medical term, Bradycardia refers to an abnormally fast heart rate.
",False,False,True,,
4513,"Complete this line from a song, featured in the movie Cannibal! The Musical:
",e sky is blue and all the leaves are green. The airs as warm as ...,a baked potato,a furnace,an apple pie,a toaster oven
649,"July 7th-14th is the time when youd better stay out of the streets in Pamplona, Spain. A herd of fighting bulls are let loose onto the streets, after a crowd of young men. A lot of injuries occur during this famous fiesta.
",Bull Running,La Endiablada (The Disguised Devils),Bull Running,Bullfight,April Fair
2300,"This epic score, composed by John Williams, is from what 1993 Spielberg film?
",Jurassic Park,Jurassic Park,Schindlers List,Saving Private Ryan,Amistad
559,"What is the name of Bruce Waynes mother?
",Martha Wayne,Martha Wayne,Terri Wayne,Janet Wayne,Samantha Wayne
1088,"What was the name of the wagon cook in the western series Rawhide?
",Wishbone,Pete,Rowdy,Wishbone,Charley Grub
2800,"Which of these actors played a role in the 1989 movie Pink Cadillac?
",Jim Carrey,Eddie Murphy,Jack Black,Michael Douglas,Jim Carrey
2437,"What city, located in the Himalayas, is known as “The Land of Gods” .
",Kathmandu,Lahore,Pyongyang,Yangon,Kathmandu
1535,"Who wrote Tick, Tick,....Boom!, Sacrimoralinority and Superbia?
",Jonathan Larson,J.D. Salinger,Edward Albee,Jonathan Larson,none of these
966,"The word Calendar comes form Latin kalendae. What does this word mean?
",First days of each month,The day of spring equinox,The day of summer solstice,Last day of the year,First days of each month
856,"What animal gets shot in the film Napoleon Dynamite?
",a cow,a chicken,None of these,a pig,a cow
723,"Which central European countrys all pre-1989 neighbors do not exist any more? The country is now bordered by 7 states.
",Poland,Austria,Poland,Hungary,Romania
165,"Which author was not a reperesentative figure of the Harlem Renaissance, an African American cultural movement of the 1920s and early 1930s?
",Carl Sandburg,Carl Sandburg,ZoraNeale Hurston,Countee Cullen,Langston Hughes
1059,"Which of these cooking methods does not involve hot oil or fat?
",Boiling,Boiling,Stir Frying,Pan Frying,Sauteing
9,"Take love, multiply it by infinity and take it to the depths of forever and you still have only a glimpse of how I feel for you. (1998)
",Meet Joe Black,Moulin Rouge,My Best Friends Wedding,Message In A Bottle,Meet Joe Black
2092,"Did Peter Marshall and the stars from Hollywood Squares ever appear on the Captain Kangaroo show?
",No,Yes,No,,
727,"What is entomophobia a fear of?
",Insects,Dust,Cows,Insects,Birds
533,"This term, related to the origin of the Universe, was proposed by George Lemaitre, a Belgian Roman Catholic priest and astronomer.
",The Big Bang,The Milky Way,The Boom,Y-Chromosome,The Big Bang
1283,"Escargot is a dish of cooked frogs.
",False,False,True,,
1574,"The Second Red Scare, which dealt with negative communistic influence in the U.S., was spurred by  former Wisconsin senator Joseph McCarthy after which war?
",WWII,The Gulf War,WWII,The Vietnam War,WWI
125,"Both in the year when Mark Twain was born and the year when he died, the Halleys Comet passed by Earth.
","ark borrowed his pseudonym from Mississippi riverboat terminology, where calling “mark twain? marked safe water.",Samuel Langhorne Clemens,Johann Kaspar Schmidt,Samuel Langhorne Clemens,Don Novello
2109,"On July 2, 2008 the NHRA ruled  that Top Fuel and Funny Car races can not be longer than 1000  feet. This ruling was spurred by the accidental racetrack death of this driver.
",Scott Kalitta,Scott Kalitta,Robert Hight,Red Brundige,John Maintrop
1924,"When did Ariel Sharon first fly to Israel?
",in 1945,in 1948,in 1947,in 1945,in 1942
2100,"What king of England, depicted in a self-titled Shakespearean play, won a decisive victory at the Battle of Agincourt during the Hundred Years War?
",Henry V,Henry IV,Henry V,Richard II,Richard III
942,"What does the word kirk refer to?
",A church,Type of redwood tree,A species of conifer tree,Type of horsedrawn carriage used in Victorian times,A church
806,"With the help of keyboardist Daryl Dragon, this singer topped the charts with hits like Lonely Night (Angel Face) and Shop Around. The sound clip is from You Never Done It Like That.
",Toni Tennille,Roberta Flack,Toni Tennille,Suzi Quatro,Maureen McGovern
1233,"Identify a true characteristic of the smooth muscle tissue.
",It contracts slowly in response to nerve stimulation impulses.,It is a muscle only found in the stomach.,It contracts quickly in response to nerve stimulation impulses.,It is voluntary.,It contracts slowly in response to nerve stimulation impulses.
4182,"What is the name of the psychic that Henry consults in the movie Over Her Dead Body?
",Ashley,Ashley,Agnes,Rebecca,Kate
5,"Steve Garvey is a famous former baseball player, who is known for playing what position?
",First Base,First Base,Shortstop,Third Base,Catcher
229,"In Pokemon Diamond and Pearl, in what way do you evolve a Porygon2 into a Porygon-Z?
",Give it a dubious disc and trade it.,Give it an upgrade and trade it.,Give it a tech disc and trade it.,Level it up.,Give it a dubious disc and trade it.
2057,"Ronnie Van Zant, a founding member of the Southern rock band Lynyrd Skynyrd, died in a tragic incident involving what?
",An airplane,A vehicle,An airplane,Drowning,Skiing
3630,"This artist had a 1 number hit with Not On Your Love in 1995.
",Jeff Carson,David Lee Murphy,Pam Tillis,Jeff Carson,Mary Chapin Carpenter
1956,"This character may have forgotten his name but he remembered how to drive. His girlfriend, 
","ayed by Franka Potente, didnt realize what a ride she was in for when he advised Buckle up. What was the name of the character who drove the streets of Paris in a Austin mini?",Jason Bourne,"Bond, James Bond",Mad Max,Jason Bourne
2595,"At the end of the movie 8 Mile B-Rabbit decides to go to the Shelter again. He beats Lickety Split and Lotto. Who did he win against in the third tournament?
",Papa Doc,Wink,DJ Iz,Papa Doc,Lil Tic
2094,"The Earth is in the center of the solar system?
",False,False,True,,
1074,"This 1980s band, popular for the song Girls, Girls, Girls, was made up of members Tommy Lee, Vince Neil, Mick Mars, and Nikki Sixx.
",Motley Crue,Bon Jovi,Poison,Motley Crue,Warrant
2510,"Oyster shells were used as money until this time.
",Until the middle of the 20th century,Until the 12th century,Until 1000 BC,Until the 15th century,Until the middle of the 20th century
67,"A ghul is an evil spirit encountered by travelers in what area of the world?
",Arabian Dessert,Arabian Dessert,Scottish Highlands,Northern Africa,Australian Outback
495,"Morris Raphall, a Rabbi from New York City, was the first to open a session of Congress with a prayer. In what year did he do this?
",1860,1843,1819,1860,1825
1854,"Finish the popular catch phrase from the sketch about Rick James.
",," Rick James, _______!","..., bitch!","..., dude!","..., bitch!"
849,"Richard Widmarks daughter was married to this baseball great.
",Sandy Koufax,Roger Maris,Sandy Koufax,Joe Dimaggio,Mark McGuire
108,"This TV mom and her husband Cliff live in in Brooklyn, New York with their kids Sondra, Denise, Theo, Vanessa and Rudy.
",Claire Huxtable,Carol Brady,Jill Taylor,Isabel Sanford,Claire Huxtable
241,"Paricutín is the youngest mountain on Earth. It is an active volcano and was formed from lava and ash as early as February 20, 1943. It is located in this country.
",Mexico,Brazil,Equador,Mexico,Peru
557,"In 1710, Emanuel Swedenborg made a grand tour through the Netherlands, France, and Germany.
",True,True,False,,
2804,"Mice do not use their tails for which of the following?
",In fights,For support,In fights,For keeping balance,For communication
3008,"In the series Gilmore Girls, only one of Rorys loves seemed to have any actual friends (rather than acquaintances). Which was the popular fellow?
",Logan,None of these,Dean,Logan,Jess
3044,"When does the vernal equinox occur in the Northern Hemisphere?
","March 20, 21, or 22","September 20, 21, or 22","December 20, 2, or 22","March 20, 21, or 22","June 20, 21, or 22"
3083,"Which song by Linkin Park do these lyrics belong to?
",d I/ Just wish that it didnt feel like there was something I missed,d I/ Take back all things that I said to you.,My December,By Myself,My December
3045,"Marvin Gaye was the first Motown singer to be given total control over his records.
",True,False,True,,
2005,"Olivia Newton-John met her former husband Matt Lattanzi, while filming which movie?
",Xanadu,Tomorrow,Two of a Kind,Xanadu,Grease
615,"He created Chanel No. 5 for Coco Chanel.
",Ernest Beaux,Ernest Beaux,Ralph Lauren,Yves Saint Laurent,Jean Patou
3155,"This Irish playwright, novelist and poet wrote the following line in his famous play Waiting for Godot: We are all born mad. Some remain so.
",Samuel Beckett,Samuel Beckett,Thomas Hardy,Marcel Proust,Bernard Shaw
1763,"On 11 October 1942, the United States defeated this country in the Battle of Esperance.
",Japan,Germany,Japan,Italy,France
2121,"The seal of which of the following orders features two knights on a single horse?
",Knights Templar,None of these,Knights Templar,Teutonic Knights,Knights Hospitaller
1274,"What school was the first to represent the Sun Belt Conference with an At-Large bid to a Bowl Game?
",Troy University,Troy University,Arkansas State University,University of Louisiana at Lafayette,University of North Texas
1016,"Which of these was a result of the Treaty of Guadalupe Hidalgo that ended the Mexican-American War?
",All of these,Mexico gave up all claims to Texas.,The US paid Mexico 15 million dollars.,All of these,Mexico ceded California to the US.
318,"In this 1964 movie, Mr. Eckland finds himself on an island during WW II. Soon he is joined by a school teacher and several of her students.
",Father Goose,Father Goose,Ghost Dad,Father of the Bride,American Dad
1996,"The term bibliobibuli refers to people who do what?
",Read too much,Read too much,Use only recycled paper,Use a lot of toilet paper,Do not recycle paper
1228,"When did the great migration of the Slavs begin?
",in the 7th century,in the 7th century,in the 9th century,in the 8th century,in the 10th century
1547,"Name the author of The Dwarfs, The Homecoming, No Mans Land and The Caretaker.
",Harold Pinter,David Mamet,John Webster,John Boynton Priestly,Harold Pinter
2817,"There are open, semi-open and closed openings. Which of the following openings would be considered an open game?
",The Two Knights Defense,The Queens Indian Defense,The Two Knights Defense,The Kings Indian Defense,The Queens Gambit
2705,"Julius and Ethel Rosenberg were found guilty of treason and electrocuted on June 19, 1953.
",False,True,False,,
765,"In the TV series Happy Days, Richie kissed Fonzies girlfriend.
",True,True,False,,
2929,"Which U.S. state is known by the nickname The Gem State?
",Idaho,Texas,Rhode Island,Vermont,Idaho
470,"Which band recorded a song called Brontosaurus which includes the following verse:
",,w her daddys getting old,d he seemed to lose control,en the brontosaurus,ormed into the house to trap her.?
113,"What is the name of the monstrous creature from Greek Mythology, that is the offspring of Typhon and Echidna?
",Chimera,Chimera,Pegasus,Mermaid,Chiron
831,"Which U.S. President settled the North Western border dispute with Canada and England?
",Polk,Hayes,Polk,Mckinley,Pierce
1188,"Which of the statements is not true about the end of the book The Help?
",Yule May is released from prison.,Yule May is released from prison.,Aibilene is fired by Miss Leefolt.,Skeeter is offered a job in New York.,Minny has a job for life with Celia and Johnny Foote.
745,"In the TV show Charmed, which sister dated a demon?
",All of these,All of these,Paige,Piper,Phoebe
337,"It was proved that Jack the Ripper raped his victims.
",False,False,True,,
1264,"What was the advertising slogan for the diamond company that Matthew McConaugheys character came up with in the romantic comedy movie How to Lose a Guy in 10 Days?
","Ladies, frost yourself.","They keep their shape, so do you.","Ladies, frost yourself.",We Try Harder,Dont Leave Home Without It
1295,"What kind of herbivorous animals are the granivores?
",Animals that feed on seeds,Animals that feed on buds,All of these,Animals that feed on seeds,Animals that feed on fruit
3481,"Who had a number one hit in 1992 with the song There Aint Nothing Wrong with the Radio?
",Aaron Tippin,Aaron Tippin,George Strait,Joe Diffie,Ronnie Milsap
406,"Deion Sanders started his football career in San Fransisco.
",False,False,True,,
388,"Christina Ricci shares her birthday with Matthew Lawrence.
",False,True,False,,
4730,"What year was the GTO first offered as an option package for a Pontiac vehicle?
",1964,1969,1965,1964,1962
683,"It is believed that the goblin legend began in what European country?
",France,Ireland,Germany,France,England
4273,"What movie won the awards for Best Sound, Best Editing, Best Sound Effects Editing and Best Visual Effects at the 72nd Academy Awards 2000?
",The Matrix,The Matrix,Star Wars: Episode I The Phantom Menace,The Mummy,Stuart Little
1182,"After his release from prison, Danny Trejo got involved with several drug rehabilitation and counseling programs. At one meeting Trejo met an actor who got him a role in this 1985 movie starring Jon Voight, Eric Roberts, and Rebecca De Mornay.
",Runaway Train,Tango and Cash,Blood Red,Table for Five,Runaway Train
1942,"For the purposes of their experiments how do physicists slow down atoms in order to study them better?
",By laser cooling,With liquid nitrogen,By laser cooling,In special refrigerators,By bombarding them with micro particles
1000,"One of the older nerds in the movie The Benchwarmers was once a bully.
",True,True,False,,
5016,"What Degrassi: The Next Generation character, played by actress Cassie Steele, was more or less Emma Nelsons sidekick in the first two seasons, but in season three debuted a new look and personality?
",Manny,Manny,Ellie,Terri,Paige
2233,"The song Mickey was a big hit song for this singer in 1982.
",Toni Basil,Bonnie Tyler,Madonna,Kim Carnes,Toni Basil
997,"What was the name of Garth Brooks third album released in September 1991?
",Ropin the Wind,Fresh Horses,The Chase,Ropin the Wind,No Fences
3739,"On The Office, who does Jim date first?
",The pocket book saleswoman,The pocket book saleswoman,Jan,Jam,Karen
451,"What spell summons an item to the spell caster in the Harry Potter books?
",Accio,Anapneo,Accio,Aguamenti,Aparecium
102,"One of the following terrorist leaders can be described as a tall and thin man with an olive complexion and a cane, who is left-handed and always wears a plain white turban.
",Osama bin Laden,Abdullah Sungkar,Osama bin Laden,Tohir Yuldashev,Abu Musab al-Zarqawi
2211,"He is often cited as the ideal rock drummer. He first became famous as the drummer for Led  Zeppelin. He later played with Band of Joy and Terry Web and the Spiders. Who is this drummer known as Bonzo?
",John Bonham,Zach Sandel,Buddy Salzman,John Bonham,Terry Bozzio
1426,"The First Indochina War came to a dramatic and unexpected end when over 7,000 French soldiers were killed at which small Vietnamese village?
",Dien Bien Phu,Dien Bien Phu,Hanoi,Hue,Khe Sanh
1580,"What were Ludwig van Beethovens instructions for the Fifth Symphony?
",Allegro con brio,Pianissimo,Allegro con vivio,Andante,Allegro con brio
3205,"What are the last words that John Dillinger says in the Public Enemies 2009 movie?
",Tell Billie for me Bye bye Blackbird.,"Man should never forget where he comes from, and where hes going.",Tell Billie for me Bye bye Blackbird.,All is far behind me. I am ready.,"Crime does not pay, Anna."
3045,"Is there a restaurant  from the worldwide theme restaurant chain Planet Hollywood in Puerto Vallarta?
",No,Yes,No,,
1015,"Justin Timberlake started a fashion label called William Rast.
",True,True,False,,
1754,"What actor starred as the character Che in the the 1996 movie Evita?
",Antonio Banderas,Benjamin Bratt,Marc Anthony,George Clooney,Antonio Banderas
74,"This voice actor was often called the king of the movie trailer, having voiced the trailers for over 3,000 movies. He is given credit for such movie clichés as A one man army.... and In a world, where....
",Don La Fontaine,Isaac Hayes,Peter Cullen,Don La Fontaine,Melvin Franklin
2433,"Three Times a Lady was the first ever #1 U.S. hit for this band in 1978.
",The Commodores,The Isley Brothers,Kool and the Gang,"Earth, Wind  Fire",The Commodores
595,"In the movie What About Bob?, what does Bob have around his neck when he is riding the bus to Lake Winnipesaukee in New Hampshire ?
",his goldfish Gil in a jar,some anti-bacterial soap,his goldfish Gil in a jar,his lucky rabbits foot,some garlic cloves in a bottle
865,"According to the Christian  tradition there are 39 books in the Old Testament. How many books are there in the Old Testament according to the Jewish tradition?
",24,39,5,24,65
1444,"In what scene does George Lucas make his appearance in Episode III: Revenge of the Sith?
",At the Opera House,In the Jedi Council chamber,At the Opera House,On Mustafar,On General Grievous ship
1498,"What was the first name of Sgt. Carter in the TV show Gomer Pyle U.S.M.C.?
",Vince,Nick,Vince,Lester,Duke
2560,"A popular method of finding a vampires grave involved this animal that would supposedly balk at the grave.
",Horse,Horse,Chicken,Black cat,Wolf
83,"In 1958, this team shared their first title from NCAA Division I-A national football championship with Iowa.
",LSU,LSU,Army,BYU,Florida
882,"In the film The Hunt for Red October, Jack Ryan is asked to give a briefing at the White House. What is the name of the National Security Advisor who is leading the meeting?
",Jeffrey Pelt,Richard Jordan,Donald Richardson,Jeffrey Pelt,Oliver Holmes
1102,"During WWII, famous athletes, movie stars, and other celebrities often made appearances to encourage Americans to do which of the following?
",Buy war bonds,Write letters to servicemen,Buy war bonds,Enlist in the armed forces,Follow the rationing rules
341,"Which of these characters does Voldemort NOT kill in the final Harry Potter book Harry Potter and the Deathly Hallows?
",Hagrid,Tonks,Severus Snape,Hagrid,Professor Lupin
5221,"What is Caitlins girlfriends name on Cashmere Mafia?
",Alicia Lawson,Alicia Lawson,Miranda Goode,Zoe Burden,Cilla Gray
2802,"In what year did Specialized Bicycle Components produce the first mountain bike called the Stumpjumper?
",1982,1982,1973,1978,1984
966,"Who tells Buck about Tsions family being murdered in the novel Nicolae?
",Chaim,Rayford,Hattie,Chaim,Nicolae
441,"Approximately how many reindeer live in Eurasia?
",5 million,10 million,5 million,15 million,1 million
2099,"What directed the 1977 movie Close Encounters of the Third Kind?
",Steven Spielberg,Steven Spielberg,Ridley Scott,Alfred Hitchcock,Robert Zemeckis
24,"Tequila is named after a town with the same name in the country where it is a traditional drink.
",Mexico,Chile,Spain,Portugal,Mexico
103,"Amy Carter, daughter of former president Jimmy Carter, was arrested in 1987 for protesting against campus CIA recruitment.
",True,False,True,,
924,"This movie about an alien visiting our planet starred Jeff Bridges, Karen Allen and Robert Phalen.
",Starman,K-Pax,Close Encounters of the 3rd Kind,Starman,E.T.
4015,"Rio de Janeiro won its bid to host the 2016 Summer Olympics. What other cities were on the short list?
","Chicago, Madrid and Tokyo","Chicago, Baku, and London","Chicago, Madrid and Tokyo","Baku, Prague and London","Prague, Tokyo, and Toronto"
3573,"The Mississippi delta was shining like a national guitar is the opening line of Paul Simons song Graceland.” What does national guitar mean?
","A National Guitar is a stainless steel guitar manufactured by National Reso-phonic Guitars, Inc.","It refers to a solid silver guitar awarded annually at the Lincoln Center, New York. Paul Simon was the awarded musician in 1976.","This line is to honor the great Delta Blues players of the past, e.g. Robert Johnson.","Cheap and shiny finished, National Guitars were guitars sold by Sears  Roebuck from the 1930s to the 1970s.","A National Guitar is a stainless steel guitar manufactured by National Reso-phonic Guitars, Inc."
3201,"Complete these lyrics from a song by Jimmy Buffett, included in his album Living and Dying in 3/4 Time:
","ngling, Ringling",ippin away,"ly forty people, livin there today",reets are dusty and the bank has been torn down,s a dyin ..........
4697,"What was the name of the mother of three children, portrayed by Joanna Kerns in the sitcom Growing Pains?
",Maggie,Maggie,Lisa,Midge,Margie
2224,"What villain did Michael Keaton face in his first Batman movie?
",The Joker,Catwoman,The Penguin,The Riddler,The Joker
4752,"Gackt from Malice Mizer starred in the film Bara No Konrei with fellow band members.
",False,False,True,,
1584,"Botophobia is the term used for the fear of crowds.
",False,True,False,,
4311,"What was the U.S. state of Montana named after?
",None of these,A tribe,A person,None of these,A river
1528,"What are the two main colors on the Steelers uniforms?
",black and gold,blue and red,black and gold,yellow and gray,black and red
1381,"Name the fat and lazy cat who hates Mondays.
",Garfield,Socks,Sylvester,Pepper,Garfield
3463,"Weve seen quite a bit of Elizabeth Mitchell, who plays Juliet on Lost. Although she wasnt in the first part of this trilogy (1994) about a very merry fellow, she appeared in the last two in 2002 and 2006.
",The Santa Clause,The Lord of the Rings,Star Wars,The Santa Clause,Home Alone
